text	label
Plan B: California Braces for Climate Change: California leads its fellow states in mitigating climate change, in ... http://bit.ly/bkt3jv	Y
Plan B: California Braces for Climate Change: California leads its fellow states in mitigating climate change, in ... http://bit.ly/bkt3jv	Y
Can Global Warming Give You Kidney Stones? How Will Insurance Companies Deal With Rising Temperatures?: It's true... http://huff.to/brgCIm	Y
RT @yidwithlid: Nor A Joke US Govt's New Climate Change Claim: Global Warming Causes....Well...EVERYTHING http://is.gd/bLTaY	N
RT @gb_Joe: Global Warming sea level rise? Carbon footprint? Al Gore buys $9 million  estate by ocean http://bit.ly/bZKtRk	N
The tolerant left: deny climate change and you'd be guilty of a crime against peace http://bit.ly/aFfkez	Y
Global Warming sea level rise? Carbon footprint? Al Gore buys $9 million  estate by ocean http://bit.ly/bZKtRk	N
Climate-Change Cover-Up Down Under http://on.wsj.com/9oLe9G	Y
Yeah, about that Global Warming footprint, Al... You hypocritical jackass.	N
@BrittaRiley spoke about http://www.windowfarms.org at last weeks discussion 'Illuminating the Science: Art and Climate Change'.	Y
Global warming you tube parody you will like #IPCC #gop http://bit.ly/bBGWhC	N
NASA's also up for a Webby Award in Science (Climate Change site). Today is your last chance to vote! http://bit.ly/a0yCo9 (via @NASA)	Y
And why the fuck is it so cold? Fuck you, global warming.	N
E.P.A. Makes Its Case on Climate Change - Green Blog - NYTimes.com http://bit.ly/9QoabV #green #climate change #environment	Y
http://bit.ly/5ipja China Going Green For Security Reasons | The Global Warming Statistics http://bit.ly/c6r4So	Y
Irish LED manufacturer Nualight raises '9.1m in funding round led by Climate Change Capital http://bit.ly/9ege9t	Y
Now they say we may go crazy?RT @myfoxnation: Gov't Report Says Global Warming May Cause Mental Illness : A new (cont) http://tl.gd/12h5nr	N
#news Earth Day, Climate Change, and Cochabamba: -Mainstream Green Groups Cave In on Climate-Reclaiming Earth http://url4.eu/31w77	Y
More Global Warming Profiteering by Obama Energy Official http://ff.im/-jx0or	N
RT @wilsondasilva: good journalism in The Economist, looking at climate change http://is.gd/bqexR #science #climate #environment #media	Y
RT @nytimesbusiness: E.P.A. Makes Its Case on Climate Change http://bit.ly/as7lTs	Y
RT @nytimesbusiness: E.P.A. Makes Its Case on Climate Change http://bit.ly/as7lTs	Y
Global warming you tube explanation you will like #capandtrade #ocra http://is.gd/bLp94	Y
Fire Fire the nations on fire your loaded on a freight train but the Climate Change Bill loads you the People like sheep to the slaughter	N
The Open Veins of Climate Change http://su.pr/252poN #Latism @beingLatino @KetyE #Green #climatechange #WCCPC	Y
RT @Dr912: Stopping Reids Climate Change Is Like Saving The World #tcot  #912 #Teaparty #RNC #GOP #p2	N
Irish LED manufacturer Nualight raises '9.1m in funding round led by Climate Change Capital http://url4.eu/31Xrk	Y
Irish LED manufacturer Nualight raises '9.1m in funding round led by Climate Change Capital http://url4.eu/31XrI	Y
Remember the right-wing furor over leaked climate change emails. Where is their rage over the Goldman Sachs emails?	N
Hmmm. Human activities, global warming...see a connection? : 1905 | Shorpy http://bit.ly/cb4Sc7	Y
CONTRAILS & MAN-MADE CLOUDS CHANGE CLIMATE, HARMING AGRICULTURE:  http://bit.ly/brjTWO (FTSN Social)	Y
E.P.A. Makes Its Case on Climate Change http://bit.ly/as7lTs	Y
: ) @snarkandboobs Why the heck did it get cold all of a sudden? Is Al Gore in town for a Global Warming speech or something?	N
E.P.A. Makes Its Case on Climate Change http://bit.ly/95qwi1	Y
E.P.A. Makes Its Case on Climate Change http://bit.ly/bqRlWe	Y
talking about iguanas, I love this vid of frozen iguanas falling out of trees. global warming! http://bit.ly/aAz2Lx	N
E.P.A. Makes Its Case on Climate Change: The E.P.A. releases a glossy report to help Americans make sense of clima... http://bit.ly/beCmid	Y
E.P.A. Makes Its Case on Climate Change: The E.P.A. releases a glossy report to help Americans make sense of clima... http://bit.ly/cPdG4r	Y
Climate Change Still Ranks As Top Global Issue http://bit.ly/9DbEv4	Y
Climate Change Still Ranks As Top Global Issue http://bit.ly/9DbEv4	Y
"RT @samboykin: 66% of Hispanics: ""tackling climate change should be a 'high' or 'very high' priority"": http://bit.ly/aFLskA"	Y
"66% of Hispanics: ""tackling climate change should be a 'high' or 'very high' priority"": http://bit.ly/aFLskA"	Y
Why CO2 projections on Global Warming are false: While projections and predictions on CO2 concentrations in the at... http://bit.ly/d9Ta02	N
EPA Issues Report on U.S. Climate Change Indicators http://bit.ly/bko2Qw	Y
U.S. EPA Climate Change Indicator Report http://bit.ly/9Ea6Gp	Y
RT @funnywhitedog: RT @ipsnews: CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists http://bit.ly/c89JS4 #redd #indigenous	Y
Grapes: the best early-warning system for the effects of climate change? @TheAtlantic http://bit.ly/9QYx9f	Y
Climate Change Still Ranks As Top Global Issue http://goo.gl/fb/EaWzu #cleantech	Y
Climate Change Still Ranks As Top Global Issue http://url4.eu/2zjaU	Y
RT @loveandstyle: http://twitpic.com/1ivple -//INSANE almost May and #Vermont has snow!  Seriously who said Global Warming doesnt exist?	Y
Global Warming & Profiteering in the Obama Administration http://www.pjtv.com/v/3455	N
Factor producer Jesse Watters caught up with former VP Al Gore and talked about global warming.  We'll show you the... http://bit.ly/cJFuBI	N
@xharekx33 That's a good article, though I think the statistics on global warming are actually its weakest link as far as I can see.	N
Science!: Whales Fight Global Warming http://tinyurl.com/2vwys8q	Y
Brooke's 'Green' Worries: POP TARTS: Shields says she is disturbed by reports that global warming doesn't exist, w... http://bit.ly/cMY7SJ	Y
Global Warming & Guyana's Flood Control Problems! http://guyanaatthecrossroads.blogspot.com/	Y
How Cap And Trade Was 'Trashed': Climate-change legislation has suffered a major setback in the Senate, with its key... http://n.pr/ajcBSn	Y
New York: NIRI-NY Presents Program on 'Navigating Climate Change Disclosure' http://bit.ly/do2npj	Y
RT @GayaneAdourian: Is global warming causing more volcanoes? (video) http://bit.ly/biH63s #science	Y
Disastrous Computer Models Predictions From Limits to Growth to Global Warming http://ff.im/-jqwJN	Y
Those linking the Miss. tornadoes and #climate change, have we already forgotten #snowpocalypse? Not a winning argument..	N
Arctic adventurers get set to study climate change http://bit.ly/bKSe0d	Y
New post: Cloudy with a Chance of Climate Change (http://bit.ly/asXGjd) http://bit.ly/asXGjd	N
Global Warming: EPA Cover-Up ~ Walter E. Williams:  http://bit.ly/9TlcqK (FTSN Social)	N
WASHINGTON (Reuters) - One of President Barack Obama's top priorities -- tackling global warming -- suffered a sev... http://bit.ly/baCvYl	Y
Scary! Could global warming be causing tropical illnesses and bacteria to appear in otherwise non tropical areas of the world?	Y
RT @USRealityCheck: Obama's climate change agenda in turmoil: WASHINGTON (AFP) ' http://bit.ly/dBZ5lo raw #US	Y
@bryanrwalsh When I read 'I'm all for combating global warming, but,'  hard to keep reading. Wait till next yr and pass carbon tax? Pleeze.	Y
I'm considering telling my professor that finishing this final paper would poison the well on the climate change bill. #lindseygrahamisatool	N
Climate change scientists turn to Inuits for research: http://digg.com/d31O9N2	Y
Millions out to protest global warming... http://tweetphoto.com/12771109 - I found Al Gore! http://tweetphoto.com/12771190 #tcot	N
RT @MarthaStewart: much needed rain is falling-gardens & fields verdant & blooming, but everything's 2 wks ahead of schedule-global warming?	N
RT @RaysFreedomHash: Kuna Indians Prepare For Relocation As Traditional Homes Sink Due To Climate Change http://bit.ly/cEs5qN by @indigenousissue	Y
Kuna Indians Prepare For Relocation As Traditional Homes Sink Due To Climate Change http://bit.ly/cEs5qN by @indigenousissue	Y
"Celebrate Earth Day 2010 by watching ""The Climate Change Rally"" in DC online today (Sunday, April 25). http://tinyurl.com/2da96cc"	Y
RT @nprscience: Could Cleaner Air Actually Intensify Global Warming? http://n.pr/aJVq8f	Y
Twenty Years of Advocacy, Not Journalism, on Global Warming http://bit.ly/cG3pnf	Y
So what do my #sustainable twerps think about Lindsey Graham pulling his support for climate change legislation.	N
DK Matai: Are Global Warming, Volcanoes and Earthquakes Linked?|A thaw of ice caps caused by global warming may .. http://oohja.com/xbBL5	Y
DK Matai: Are Global Warming, Volcanoes and Earthquakes Linked?|A thaw of ice caps caused by global warming may .. http://oohja.com/xbBIv	Y
DK Matai: Are Global Warming, Volcanoes and Earthquakes Linked?: A thaw of ice caps in coming decades caused by g... http://huff.to/9EufPr	Y
DK Matai: Are Global Warming, Volcanoes and Earthquakes Linked?: A thaw of ice caps in coming decades caused by g... http://huff.to/avcX6b	Y
California Teamsters oppose effort to delay global warming measure|The group is the first major union to .. http://oohja.com/xbAaS	Y
California Teamsters oppose effort to delay global warming measure|The group is the first major union to .. http://oohja.com/xbA7D	Y
I thought liberals were 4 separation of church & state RT @KatyinIndy WhiteHouse wants churches 2 advance climate change http://is.gd/bGJTK	N
Why are major media downplaying international summit on climate change? #cochabamba http://bit.ly/aVWW4r via @thirstyboots07	Y
Freakonomics: A ClimateGate Victim, and the State of the Global-Warming Problem: A walk though the many angles at ... http://bit.ly/bL1FIp	N
Greenpeace - Making Waves: The Agreement of the People at the World People's Conference on Climate Change and the ... http://bit.ly/9UuKE6	Y
Never has a public-policy agenda been pursued with so little regard for scientific fact or for public opinion. The Global-Warming Tax. #tcot	N
Warming Wins Global Warming War: Kiddo, Florida was nice, but you didn't miss too much. Think: NewYork's waiting r... http://bit.ly/ddi8mS	Y
Rebecca Solnit shares The Good News About the Very Bad News (About Climate Change): http://bit.ly/9Gg5Ke  @TomDispatch	Y
15-year old speaks about global warming at Palace Theater|Earth Day may have come and gone, but the fight to .. http://oohja.com/xbvQ1	Y
15-year old speaks about global warming at Palace Theater|Earth Day may have come and gone, but the fight to .. http://oohja.com/xbvM0	Y
@stoplibs silly...elite statists don't cause global warming, it's the great unwashed...	Y
PHOTOS: Ten Environmental Losses of 2009: Global Warming Not Going Gently http://bit.ly/c2y2R6	Y
Attractive Nuisance: Should Judges Help Tackle Climate Change? - http://is.gd/bFs5D	Y
Gazelle Emami: '70 Million Tons' Tackles Climate Change With Comedy: The premise of 70 Million Tons, an off-off B... http://huff.to/9viVef	Y
Progress in Improving Transparency in Environmental Protection and Climate Change in' http://goo.gl/fb/3AhNx #energy	Y
News Corp Aims To Go Carbon Neutral While Fox News Promotes Climate Change As A Hoax http://huff.to/bKAvrT	Y
Mark Levin recommends the Great Global Warming Blunder on The Corner: http://bit.ly/aPxlTL	Y
Shaving my beard.. Darn you global warming	Y
This is a WebMemo On Climate Change|The United Nation?s first significant global warming meeting since last .. http://oohja.com/xbu6Q	Y
Jake Whitney: On the Hoax of the Climate Change Hoax: Climate change 'skeptics' have been singing a victory song ... http://huff.to/btTGqK	N
Jake Whitney: On the Hoax of the Climate Change Hoax: Climate change 'skeptics' have been singing a victory song ... http://huff.to/cK0e6F	N
Whale poo saves world from global warming|Save the whale, and it'll save you too, say Australian scientists, by .. http://oohja.com/xbtjI	Y
Whale poo saves world from global warming|Save the whale, and it'll save you too, say Australian scientists, by .. http://oohja.com/xbtfR	Y
New blog post about competing or complementary corporate financial disclosure rules for #climate change liability http://bit.ly/bRJNrY	Y
Never has a public-policy agenda been pursued with so little regard for scientific fact or for public opinion. The Global-Warming Tax. #tcot	N
Bolivia climate conference demands $300B to combat global warming, creation of climate court|TIQUIPAYA, Bolivia - .. http://oohja.com/xbrtX	Y
Bolivia climate conference demands $300B to combat global warming, creation of climate court|TIQUIPAYA, Bolivia - .. http://oohja.com/xbroL	Y
"RT @MMFA: Radio host Sussman: Gore ""doesn't believe in global warming ... he believes in money"": Fro... http://bit.ly/cqyb4Y ( #p2 #media )"	N
Homelessness Sucks: Carteret Island Climate Change Refugees http://ow.ly/1C0o2 #earthday	Y
@stefanweitz yeha because $50million of a climate change orgs budget is best spent on advertising instead of, you know,fighting climate chng	Y
Avatar' Director: Climate Change Great as Any Threat Since WWII http://is.gd/bEe7f Jim, leave reality to others #tcot #teaparty	N
