,label,cleaned_text,tweet_length
3617,positive,was there few weeks ago awesomebright vibrant and no habitrails,63
3618,positive,no worries after everyone boarded the cushions were brought in took a while but they made it here,97
3619,neutral,sprinted from c concourse to e and just made it coughed up a lung in the process but am now in clt tnx,102
3620,neutral,hey think someone could meet me with my book when i arrive at at its yes please amypoehler oscar took it,104
3621,neutral,hopefully they will give me a feedback bafore my flight,55
3622,positive,very good flight thank you,26
3623,negative,can you dm me been on hold with customer service very long time min and getting the runaround thanks,100
3624,negative,im asking if you can simplify the communications thx,52
3625,positive,yes lhrt lounge is fantastic if only the us ones could be remotely similar,74
3626,negative,omg where is my bag yyzua enough with the shenanigans already its getting real old real quick,93
3627,neutral,i now see its hours thanks,26
3628,neutral,we invite to fallow learn about our activitiesprevention programs of health by condomrito familywe r cthanks,108
3629,neutral,very nice at lhr congrats but im sticking with aaba,51
3630,negative,how long will it take for miles that i repurchased they had expired to show up i recieved an email that the request had been,124
3631,negative,please stall flight out of ord i have to get to sna tonight,59
3632,positive,thanks i will,13
3633,negative,can you get a gate for ua turrible,34
3634,negative,is the worst airline lost my luggage delayed my flights and has been very unaccomidating,88
3635,neutral,flight,6
3636,neutral,flight n arrives at following flight from,41
3637,positive,is officially my favorite airline they have created magic for me all day friendlyskies careyon,94
3638,positive,we had a wonderful flight attendant named leah that was with us from lga to den then den to anchorage,101
3639,positive,i was protected on that flight by gate agent kerry at las she also did an excellent job getting me to my destination today thanks,129
3640,neutral,yes you can i will dm,21
3641,positive,your staff both on deck and in the cabin on ua sfo bos were exceptional today please tell them well done,104
3642,negative,i mean is there a real live person somewhere i can go and speak to at newark post security,90
3643,neutral,hi i just bought a flight with united through ebokeers from paris to miami do i have any chance to check that everything is ok,126
3644,neutral,no worries i think its under control the emails are keeping me informed,71
3645,negative,i have talked to themon standby for tomorrow but it doesnt look good may have to stay here till friday thats not guaranteed,123
3646,neutral,jt is the ord to phl flight at pm cdt delayed dm im kinda hoping not to be stranded at ord either,97
3647,neutral,what happened to flight status map it was so cool,49
3648,negative,plz dont advertise wifi if its not gonna work thanks worstflightever,68
3649,neutral,hi guys i submitted a request for tickethotel reimbursement for a delayedover night stay coming back from the dominican help,124
3650,negative,apologize to the president once those employees blamed him i heard it repeated times,84
3651,neutral,yes i want to complain your coworker was neither is there a customer service point airside,90
3652,negative,a change fee of same exact flight from atlhou is why a charge of the math doesnt add up,87
3653,negative,hello im overseas my bag is lost i cant call customer service but can you help me,81
3654,positive,landing in anchorage then on our way to fairbanks,49
3655,negative,i knew i shouldve flew lol,26
